timestamp,symbol,signal,price,atr,target_qty,prev_pos,new_pos,side,order_id,realized_pnl,paper_trade,delta_pos,executed_qty,closed_qty,inferred_side,fees,gross_realized_pnl,cumulative_realized_pnl,entry_avg_price_post,trade_group_id
2025-08-11 18:12:18.267452,ADAUSDT,sell,0.7896,0.0119857142857142,-28.9163868241955,0.0,-28.0,SELL,56871585110,0.0,False,-28.0,28.0,0.0,SELL,0.00884352,0.0,0.0,0.7896,1
2025-08-11 18:25:25.099184,ADAUSDT,sell,0.7912,0.0120071428571428,-28.8935957894111,0.0,-28.0,SELL,56871840803,0.0,False,-28.0,28.0,0.0,SELL,0.00886144,0.0,0.0,0.7912,2
2025-08-11 18:32:06.837350,ADAUSDT,buy,0.793,0.0121499999999999,28.55387097119345,-28.0,28.0,BUY,56871964497,-0.0681632,False,56.0,56.0,28.0,BUY,0.0177632,-0.0504,-0.0681632,0.793,3
2025-08-11 18:39:57.500222,ADAUSDT,buy,0.7944,0.0122357142857142,28.30047015353185,0.0,28.0,BUY,56872103567,0.0,False,28.0,28.0,0.0,BUY,0.00889728,0.0,-0.0681632,0.7944,4
2025-08-11 18:43:37.154934,ADAUSDT,sell,0.7914,0.0122428571428571,-28.28395879404905,28.0,-28.0,SELL,56872182958,-0.10172736,False,-56.0,56.0,28.0,SELL,0.01772736,-0.084,-0.16989056,0.7914,5
2025-08-11 18:47:18.677701,ADAUSDT,buy,0.7923,0.0122428571428571,28.28395879404905,-28.0,28.0,BUY,56872262749,-0.04294752,False,56.0,56.0,28.0,BUY,0.01774752,-0.0252,-0.21283808,0.7923,6
2025-08-11 18:48:06.432864,ADAUSDT,sell,0.7919,0.0122428571428571,-28.28395879404905,28.0,-28.0,SELL,56872276442,-0.02893856,False,-56.0,56.0,28.0,SELL,0.01773856,-0.0112,-0.24177664,0.7919,7
2025-08-11 18:49:31.224197,ADAUSDT,buy,0.7923,0.0122428571428571,28.28395879404905,-28.0,28.0,BUY,56872302444,-0.02894752,False,56.0,56.0,28.0,BUY,0.01774752,-0.0112,-0.27072416,0.7923,8
2025-08-11 18:54:29.605035,ADAUSDT,sell,0.7922,0.0122571428571428,-28.2509938071096,28.0,-28.0,SELL,56872407880,-0.02054528,False,-56.0,56.0,28.0,SELL,0.01774528,-0.0028,-0.29126944,0.7922,9
2025-08-11 18:55:54.902927,ADAUSDT,buy,0.7931,0.0122571428571428,28.2509938071096,-28.0,28.0,BUY,56872434180,-0.04296544,False,56.0,56.0,28.0,BUY,0.01776544,-0.0252,-0.33423488,0.7931,10
2025-08-11 19:05:51.178071,ADAUSDT,sell,0.7918,0.0116999999999999,-29.59627922649576,28.0,-29.0,SELL,56872613015,-0.05445304,False,-57.0,57.0,28.0,SELL,0.01805304,-0.0364,-0.38868792,0.7918,11
2025-08-11 19:06:32.852828,ADAUSDT,buy,0.7922,0.0116999999999999,29.59627922649576,-29.0,29.0,BUY,56872624468,-0.02997904,False,58.0,58.0,29.0,BUY,0.01837904,-0.0116,-0.41866696,0.7922,12
2025-08-11 19:09:24.889690,ADAUSDT,sell,0.7918,0.0117071428571428,-29.57822170408789,29.0,-29.0,SELL,56872675974,-0.02996976,False,-58.0,58.0,29.0,SELL,0.01836976,-0.0116,-0.44863672,0.7918,13
2025-08-11 19:10:50.357739,ADAUSDT,buy,0.792,0.0117357142857142,29.50621142604995,-29.0,29.0,BUY,56872703843,-0.0241744,False,58.0,58.0,29.0,BUY,0.0183744,-0.0058,-0.47281112,0.792,14
2025-08-11 19:11:32.830490,ADAUSDT,sell,0.7915,0.0117357142857142,-29.50621142604995,29.0,-29.0,SELL,56872718121,-0.0328628,False,-58.0,58.0,29.0,SELL,0.0183628,-0.0145,-0.50567392,0.7915,15
2025-08-11 19:35:43.830942,ADAUSDT,buy,0.7923,0.0118928571428571,28.81844471291296,0.0,28.0,BUY,56873206982,0.0,False,28.0,28.0,0.0,BUY,0.00887376,0.0,-0.50567392,0.7923,16
2025-08-11 20:03:23.203251,ADAUSDT,sell,0.7836,0.0122999999999999,-27.85488973983741,0.0,-27.0,SELL,56873888761,0.0,False,-27.0,27.0,0.0,SELL,0.00846288,0.0,-0.50567392,0.7836,17
2025-08-11 20:06:55.357985,ADAUSDT,buy,0.785,0.0122999999999999,27.85488973983741,-27.0,27.0,BUY,56873955428,-0.054756,False,54.0,54.0,27.0,BUY,0.016956,-0.0378,-0.56042992,0.785,18
2025-08-11 20:07:37.937593,ADAUSDT,sell,0.7848,0.0123285714285714,-27.790336113557363,27.0,-27.0,SELL,56873971781,-0.02235168,False,-54.0,54.0,27.0,SELL,0.01695168,-0.0054,-0.5827816,0.7848,19
2025-08-11 20:10:31.817710,ADAUSDT,buy,0.7851,0.0123285714285714,27.790336113557363,-27.0,27.0,BUY,56874024470,-0.02505816,False,54.0,54.0,27.0,BUY,0.01695816,-0.0081,-0.60783976,0.7851,20
2025-08-11 20:11:15.794526,ADAUSDT,sell,0.783,0.0123285714285714,-27.790336113557363,27.0,-27.0,SELL,56874041206,-0.0736128,False,-54.0,54.0,27.0,SELL,0.0169128,-0.0567,-0.68145256,0.783,21
2025-08-11 20:32:54.640305,ADAUSDT,sell,0.7842,0.0123857142857142,-27.678143144752017,0.0,-27.0,SELL,56874454548,0.0,False,-27.0,27.0,0.0,SELL,0.00846936,0.0,-0.68145256,0.7842,22
2025-08-11 21:36:21.578800,ADAUSDT,sell,0.7727,0.0123071428571428,-13.964612333667656,0.0,-13.0,SELL,56875605478,0.0,False,-13.0,13.0,0.0,SELL,0.00401804,0.0,-0.68145256,0.7727,23
2025-08-11 21:36:59.960915,ADAUSDT,sell,0.7726,0.0123071428571428,-0.0,-13.0,0.0,BUY,56875625209,-0.00271752,False,13.0,13.0,13.0,BUY,0.00401752,0.0013,-0.68417008,0.0,23
2025-08-11 21:59:12.625655,ADAUSDT,sell,0.774,0.0123071428571428,-24.15519639302325,0.0,-24.0,SELL,56876072402,0.0,False,-24.0,24.0,0.0,SELL,0.0074304,0.0,-0.68417008,0.774,24
2025-08-11 21:59:41.504551,ADAUSDT,sell,0.7746,0.0123071428571428,-24.11683627662665,0.0,-24.0,SELL,56876080275,0.0,False,-24.0,24.0,0.0,SELL,0.00743616,0.0,-0.68417008,0.7746,25
2025-08-11 22:00:19.833041,ADAUSDT,buy,0.7747,0.0111714285714285,24.11372322173099,-24.0,24.0,BUY,56876093400,-0.01727424,False,48.0,48.0,24.0,BUY,0.01487424,-0.0024,-0.70144432,0.7747,26
2025-08-11 22:00:58.107894,ADAUSDT,sell,0.7749,0.0111857142857142,-24.10749952235772,24.0,-24.0,SELL,56876103901,-0.01007808,False,-48.0,48.0,24.0,SELL,0.01487808,0.0048,-0.7115224,0.7749,27
2025-08-11 22:01:36.737233,ADAUSDT,sell,0.7731,0.0112928571428571,-0.0,-24.0,0.0,BUY,56876122591,0.03577824,False,24.0,24.0,24.0,BUY,0.00742176,0.0432,-0.67574416,0.0,27
2025-08-11 22:03:35.105141,ADAUSDT,sell,0.7724,0.0113642857142857,-24.18552742086354,0.0,-24.0,SELL,56876175852,0.0,False,-24.0,24.0,0.0,SELL,0.00741504,0.0,-0.67574416,0.7724,28
2025-08-11 22:08:15.792914,ADAUSDT,sell,0.7703,0.0114928571428571,-24.168501112456187,0.0,-24.0,SELL,56876272053,0.0,False,-24.0,24.0,0.0,SELL,0.00739488,0.0,-0.67574416,0.7703,29
2025-08-11 22:10:15.932897,ADAUSDT,sell,0.7705,0.0115142857142857,-0.0,-24.0,0.0,BUY,56876303822,-0.0121968,False,24.0,24.0,24.0,BUY,0.0073968,-0.0048,-0.68794096,0.0,29
2025-08-11 22:14:05.223369,ADAUSDT,sell,0.7711,0.0115285714285714,-24.036755221890804,0.0,-24.0,SELL,56876376025,0.0,False,-24.0,24.0,0.0,SELL,0.00740256,0.0,-0.68794096,0.7711,30
2025-08-11 22:14:46.792542,ADAUSDT,sell,0.7714,0.0115285714285714,-0.0,-24.0,0.0,BUY,56876388781,-0.01460544,False,24.0,24.0,24.0,BUY,0.00740544,-0.0072,-0.7025464,0.0,30
2025-08-11 22:19:00.487330,ADAUSDT,sell,0.7709,0.0115285714285714,-24.042991246076014,0.0,-24.0,SELL,56876468847,0.0,False,-24.0,24.0,0.0,SELL,0.00740064,0.0,-0.7025464,0.7709,31
2025-08-11 22:19:46.105744,ADAUSDT,sell,0.7699,0.0115285714285714,-0.0,-24.0,0.0,BUY,56876487827,0.01660896,False,24.0,24.0,24.0,BUY,0.00739104,0.024,-0.68593744,0.0,31
2025-08-11 22:28:52.154224,ADAUSDT,sell,0.7688,0.0117714285714285,-24.114475193483344,0.0,-24.0,SELL,56876694558,0.0,False,-24.0,24.0,0.0,SELL,0.00738048,0.0,-0.68593744,0.7688,32
2025-08-11 22:29:32.945614,ADAUSDT,sell,0.7694,0.0117714285714285,-0.0,-24.0,0.0,BUY,56876708753,-0.02178624,False,24.0,24.0,24.0,BUY,0.00738624,-0.0144,-0.70772368,0.0,32
2025-08-11 22:32:14.787682,ADAUSDT,sell,0.7697,0.0117714285714285,-16.057518971677275,0.0,-16.0,SELL,56876764857,0.0,False,-16.0,16.0,0.0,SELL,0.00492608,0.0,-0.70772368,0.7697,33
2025-08-11 22:33:32.553112,ADAUSDT,sell,0.7709,0.0117714285714285,-0.0,-16.0,0.0,BUY,56876789126,-0.02413376,False,16.0,16.0,16.0,BUY,0.00493376,-0.0192,-0.73185744,0.0,33
