timestamp,symbol,signal,price,atr,target_qty,prev_pos,new_pos,side,order_id,realized_pnl,paper_trade,delta_pos,executed_qty,closed_qty,inferred_side,fees,gross_realized_pnl,cumulative_realized_pnl,entry_avg_price_post,trade_group_id
2025-08-11 22:39:16.758065,ADAUSDT,sell,0.7719,0.0117714285714285,-30.279070791780025,0.0,-30.0,SELL,56876879023,0.0,False,-30.0,30.0,0.0,SELL,0.0092628,0.0,-0.73185744,0.7719,34
2025-08-11 22:39:56.076573,ADAUSDT,sell,0.7716,0.0117714285714285,-100.96947789949456,-30.0,-100.0,SELL,56876889382,0.0,False,-70.0,70.0,0.0,SELL,0.0216048,0.0,-0.73185744,0.77169,34
2025-08-11 22:41:14.497184,ADAUSDT,sell,0.7712,0.0117714285714285,-0.0,-100.0,0.0,BUY,56876915715,0.018152,False,100.0,100.0,100.0,BUY,0.030848,0.049,-0.71370544,0.0,34
2025-08-12 06:02:56.585251,ADAUSDT,sell,0.7779,0.0085928571428571,-29.980771555823367,0.0,-29.0,SELL,56884852264,0.0,False,-29.0,29.0,0.0,SELL,0.00902364,0.0,-0.71370544,0.7779,35
2025-08-12 06:05:05.429398,ADAUSDT,sell,0.7783,0.0086,-0.0,-29.0,0.0,BUY,56884885924,-0.02062828,False,29.0,29.0,29.0,BUY,0.00902828,-0.0116,-0.73433372,0.0,35
2025-08-12 06:07:14.515918,ADAUSDT,sell,0.7776,0.0086071428571428,-29.9923382115162,0.0,-29.0,SELL,56884921123,0.0,False,-29.0,29.0,0.0,SELL,0.00902016,0.0,-0.73433372,0.7776,36
2025-08-12 06:08:01.490247,ADAUSDT,sell,0.7779,0.0086071428571428,-0.0,-29.0,0.0,BUY,56884934880,-0.01772364,False,29.0,29.0,29.0,BUY,0.00902364,-0.0087,-0.75205736,0.0,36
2025-08-11 22:20:32.178487,APTUSDT,sell,4.521,0.0715714285714286,-4.0996996132714,0.0,-4.0,SELL,17164104901,0.0,False,-4.0,4.0,0.0,SELL,0.0072336,0.0,-0.75205736,4.521,1
2025-08-11 22:21:59.018028,APTUSDT,buy,4.516,0.072,0.0,-4.0,0.0,BUY,17164129354,0.0127744,False,4.0,4.0,4.0,BUY,0.0072256,0.02,-0.73928296,0.0,1
2025-08-11 22:33:38.802134,APTUSDT,sell,4.526,0.0724285714285715,-2.730771620083959,0.0,-2.7,SELL,17164286482,0.0,False,-2.7,2.7,0.0,SELL,0.00488808,0.0,-0.73928296,4.526,2
2025-08-11 22:34:23.129121,APTUSDT,sell,4.526,0.0724285714285715,-0.0,-2.7,0.0,BUY,17164294500,-0.00488808,False,2.7,2.7,2.7,BUY,0.00488808,0.0,-0.74417104,0.0,2
2025-08-11 22:37:02.660790,APTUSDT,sell,4.534,0.0724285714285715,-2.7259533199161887,0.0,-2.7,SELL,17164324290,0.0,False,-2.7,2.7,0.0,SELL,0.00489672,0.0,-0.74417104,4.534,3
2025-08-11 22:37:41.882325,APTUSDT,sell,4.536,0.0724285714285715,-0.0,-2.7,0.0,BUY,17164332842,-0.01029888,False,2.7,2.7,2.7,BUY,0.00489888,-0.0054,-0.75446992,0.0,3
2025-08-12 06:08:08.673817,APTUSDT,sell,4.562,0.0517857142857142,-3.4081604841845685,0.0,-3.4,SELL,17167862862,0.0,False,-3.4,3.4,0.0,SELL,0.00620432,0.0,-0.75446992,4.562,4
2025-08-12 06:09:34.843612,APTUSDT,sell,4.557,0.0517857142857142,-0.0,-3.4,0.0,BUY,17167870961,0.01080248,False,3.4,3.4,3.4,BUY,0.00619752,0.017,-0.74366744,0.0,4
2025-08-11 19:00:07.320579,ARBUSDT,buy,0.4515,0.0070714285714285,48.96838926565656,0.0,48.9,BUY,12991414393,0.0,False,48.9,48.9,0.0,BUY,0.00883134,0.0,-0.74366744,0.4515,1
2025-08-11 19:35:46.575267,ARBUSDT,sell,0.4513,0.0072642857142857,-47.18063957423795,0.0,-47.1,SELL,12991651287,0.0,False,-47.1,47.1,0.0,SELL,0.00850249,0.0,-0.74366744,0.4513,2
2025-08-11 21:35:05.921130,ARBUSDT,sell,0.4402,0.0077285714285714,-24.512621422592,0.0,-24.5,SELL,12992585906,0.0,False,-24.5,24.5,0.0,SELL,0.00431396,0.0,-0.74366744,0.4402,3
2025-08-11 21:35:45.281856,ARBUSDT,sell,0.4402,0.0077285714285714,-0.0,-24.5,0.0,BUY,12992593366,-0.00431396,False,24.5,24.5,24.5,BUY,0.00431396,0.0,-0.7479814,0.0,3
2025-08-11 21:37:02.204290,ARBUSDT,sell,0.4395,0.0077714285714285,-24.551663140443683,0.0,-24.5,SELL,12992608222,0.0,False,-24.5,24.5,0.0,SELL,0.0043071,0.0,-0.7479814,0.4395,4
2025-08-11 21:38:22.803008,ARBUSDT,sell,0.4406,0.0077714285714285,-0.0,-24.5,0.0,BUY,12992618600,-0.03126788,False,24.5,24.5,24.5,BUY,0.00431788,-0.02695,-0.77924928,0.0,4
2025-08-11 22:00:22.170812,ARBUSDT,sell,0.4412,0.0073857142857142,-42.3411182680757,0.0,-42.3,SELL,12992813783,0.0,False,-42.3,42.3,0.0,SELL,0.0074651,0.0,-0.77924928,0.4412,5
2025-08-11 22:01:00.558699,ARBUSDT,sell,0.4409,0.0074571428571428,-141.2330942759129,-42.3,-141.2,SELL,12992820645,0.0,False,-98.9,98.9,0.0,SELL,0.017442,0.0,-0.77924928,0.44098987,5
2025-08-11 22:03:36.853914,ARBUSDT,sell,0.4395,0.0075571428571428,-0.0,-141.2,-0.1,BUY,12992844705,0.18541563,False,141.1,141.1,141.1,BUY,0.02480538,0.21022101,-0.59383365,0.44098987,5
2025-08-11 22:08:55.801212,ARBUSDT,sell,0.4379,0.0076857142857142,-42.51426445975108,0.0,-42.5,SELL,12992885792,0.0,False,-42.5,42.5,0.0,SELL,0.0074443,0.0,-0.59383365,0.4379,6
2025-08-11 22:15:33.871110,ARBUSDT,sell,0.4379,0.0077285714285714,-42.32642601415848,0.0,-42.3,SELL,12992938551,0.0,False,-42.3,42.3,0.0,SELL,0.00740927,0.0,-0.59383365,0.4379,7
2025-08-11 22:16:59.421204,ARBUSDT,sell,0.4389,0.0077285714285714,-42.22998849760766,-91.7,-42.3,BUY,12992950161,-0.05807266,False,49.4,49.4,49.4,BUY,0.00867266,-0.0494,-0.65190631,0.4379,7
2025-08-11 22:18:19.925796,ARBUSDT,sell,0.4387,0.0077285714285714,-0.0,-42.3,-0.1,BUY,12992961211,-0.04116526,False,42.2,42.2,42.2,BUY,0.00740526,-0.03376,-0.69307157,0.4379,7
2025-08-11 22:29:35.219291,ARBUSDT,sell,0.4372,0.0078357142857142,-42.40441109046203,0.0,-42.4,SELL,12993084994,0.0,False,-42.4,42.4,0.0,SELL,0.00741491,0.0,-0.69307157,0.4372,8
2025-08-11 22:31:36.854985,ARBUSDT,sell,0.4348,0.0079857142857142,-0.0,-42.4,-0.1,BUY,12993121002,0.09416318,False,42.3,42.3,42.3,BUY,0.00735682,0.10152,-0.59890838,0.4372,8
2025-08-11 22:34:17.849299,ARBUSDT,sell,0.4365,0.0079857142857142,-141.57471194158074,-0.1,-141.5,SELL,12993147109,0.0,False,-141.4,141.4,0.0,SELL,0.02468844,0.0,-0.59890838,0.43650049,8
2025-08-11 22:34:58.130018,ARBUSDT,sell,0.4368,0.0079857142857142,-28.295495312499995,-141.5,-28.3,BUY,12993151167,-0.0536823,False,113.2,113.2,113.2,BUY,0.0197783,-0.033904,-0.65259069,0.43650049,8
2025-08-11 22:35:37.975239,ARBUSDT,sell,0.4372,0.0079857142857142,-0.0,-28.3,-0.1,BUY,12993156712,-0.02465767,False,28.2,28.2,28.2,BUY,0.00493162,-0.01972605,-0.67724835,0.43650049,8
2025-08-11 22:41:56.525348,ARBUSDT,sell,0.4358,0.0079857142857142,-178.77019079222117,-26.7,-178.7,SELL,12993213282,0.0,False,-152.0,152.0,0.0,SELL,0.02649664,0.0,-0.67724835,0.43590466,8
2025-08-12 06:04:26.837366,ARBUSDT,sell,0.4395,0.0061714285714285,-0.0,-26.5,0.0,BUY,12996240281,-0.09993514,False,26.5,26.5,26.5,BUY,0.0046587,-0.09527644,-0.77718349,0.0,8
2025-08-12 06:05:07.671879,ARBUSDT,sell,0.4392,0.0061714285714285,-53.10118896465164,0.0,-53.1,SELL,12996244317,0.0,False,-53.1,53.1,0.0,SELL,0.00932861,0.0,-0.77718349,0.4392,9
2025-08-12 06:06:34.120640,ARBUSDT,sell,0.4387,0.0062142857142857,-0.0,-115.1,-0.1,BUY,12996252565,0.0373198,False,115.0,115.0,115.0,BUY,0.0201802,0.0575,-0.73986369,0.4392,9
2025-08-12 06:09:28.344233,ARBUSDT,sell,0.4386,0.0062214285714285,-177.2461027000684,-0.1,-177.2,SELL,12996268211,0.0,False,-177.1,177.1,0.0,SELL,0.03107042,0.0,-0.73986369,0.43860034,9
2025-08-12 06:10:10.299869,ARBUSDT,sell,0.4386,0.0062214285714285,-0.0,-177.2,-0.1,BUY,12996272473,-0.03101046,False,177.1,177.1,177.1,BUY,0.03107042,5.997e-05,-0.77087415,0.43860034,9
2025-08-11 18:32:07.876801,BNBUSDT,buy,808.33,7.775714285714311,0.0446170627613447,0.0,0.04,BUY,74141941775,0.0,False,0.04,0.04,0.0,BUY,0.01293328,0.0,-0.77087415,808.33,1
2025-08-11 21:34:22.999646,BNBUSDT,sell,803.57,7.675000000000019,-0.013428146832541,0.0,-0.01,SELL,74146466409,0.0,False,-0.01,0.01,0.0,SELL,0.00321428,0.0,-0.77087415,803.57,2
2025-08-11 21:35:04.253307,BNBUSDT,sell,803.2,7.675000000000019,-0.0447811086911728,-0.01,-0.04,SELL,74146483784,0.0,False,-0.03,0.03,0.0,SELL,0.0096384,0.0,-0.77087415,803.2925,2
2025-08-11 21:37:00.700025,BNBUSDT,sell,801.66,7.921428571428594,-0.0448671338232542,-0.02,-0.04,SELL,74146569943,0.0,False,-0.02,0.02,0.0,SELL,0.00641328,0.0,-0.77087415,802.47625,2
2025-08-11 21:59:13.389278,BNBUSDT,sell,802.45,7.96285714285716,-0.0232987999354476,0.0,-0.02,SELL,74147239359,0.0,False,-0.02,0.02,0.0,SELL,0.0064196,0.0,-0.77087415,802.45,3
2025-08-11 21:59:42.321839,BNBUSDT,sell,803.04,7.96285714285716,-0.0232627283570868,0.0,-0.02,SELL,74147255474,0.0,False,-0.02,0.02,0.0,SELL,0.00642432,0.0,-0.77087415,803.04,4
2025-08-11 22:00:20.588188,BNBUSDT,sell,802.97,7.432857142857164,-0.0775491877233894,-0.02,-0.07,SELL,74147275386,0.0,False,-0.05,0.05,0.0,SELL,0.0160594,0.0,-0.77087415,802.99,4
2025-08-11 22:00:59.189384,BNBUSDT,sell,803.69,7.478571428571448,-0.0232439141707312,-0.07,-0.03,BUY,74147295193,-0.04085904,False,0.04,0.04,0.04,BUY,0.01285904,-0.028,-0.81173319,802.99,4
2025-08-11 22:01:37.548835,BNBUSDT,sell,802.52,7.505714285714305,-0.0775926721654911,-0.03,-0.07,SELL,74147323872,0.0,False,-0.04,0.04,0.0,SELL,0.01284032,0.0,-0.81173319,802.72142857,4
2025-08-11 22:02:17.616152,BNBUSDT,sell,802.45,7.533571428571447,-0.0,-0.07,0.0,BUY,74147349711,-0.0034686,False,0.07,0.07,0.07,BUY,0.0224686,0.019,-0.81520179,0.0,4
2025-08-11 22:08:16.708242,BNBUSDT,sell,799.66,7.722857142857159,-0.0232811399931533,0.0,-0.02,SELL,74147547710,0.0,False,-0.02,0.02,0.0,SELL,0.00639728,0.0,-0.81520179,799.66,5
2025-08-11 22:10:58.321730,BNBUSDT,sell,800.49,7.722857142857159,-0.0,-0.02,0.0,BUY,74147606392,-0.02300392,False,0.02,0.02,0.02,BUY,0.00640392,-0.0166,-0.83820571,0.0,5
2025-08-11 22:14:06.012346,BNBUSDT,sell,801.06,7.722857142857159,-0.0231377698943899,0.0,-0.02,SELL,74147690341,0.0,False,-0.02,0.02,0.0,SELL,0.00640848,0.0,-0.83820571,801.06,6
2025-08-11 22:16:12.365454,BNBUSDT,sell,801.47,7.722857142857159,-0.0,-0.02,0.0,BUY,74147744520,-0.01461176,False,0.02,0.02,0.02,BUY,0.00641176,-0.0082,-0.85281747,0.0,6
2025-08-11 22:19:46.844060,BNBUSDT,sell,799.99,7.722857142857159,-0.0231687170484631,0.0,-0.02,SELL,74147860502,0.0,False,-0.02,0.02,0.0,SELL,0.00639992,0.0,-0.85281747,799.99,7
2025-08-11 22:20:26.202848,BNBUSDT,sell,799.83,7.727857142857163,-0.0,-0.02,0.0,BUY,74147888601,-0.00319864,False,0.02,0.02,0.02,BUY,0.00639864,0.0032,-0.85601611,0.0,7
2025-08-11 22:28:52.927909,BNBUSDT,sell,798.23,7.860000000000022,-0.0232253968514713,0.0,-0.02,SELL,74148120118,0.0,False,-0.02,0.02,0.0,SELL,0.00638584,0.0,-0.85601611,798.23,8
2025-08-11 22:30:14.426355,BNBUSDT,sell,797.65,7.860000000000022,-0.0,-0.02,0.0,BUY,74148151492,0.0052188,False,0.02,0.02,0.02,BUY,0.0063812,0.0116,-0.85079731,0.0,8
2025-08-11 22:32:54.153696,BNBUSDT,sell,799.02,7.860000000000022,-0.015468289094766,0.0,-0.01,SELL,74148213840,0.0,False,-0.01,0.01,0.0,SELL,0.00319608,0.0,-0.85079731,799.02,9
2025-08-11 22:34:16.627673,BNBUSDT,sell,799.83,7.860000000000022,-0.0,-0.01,0.0,BUY,74148251192,-0.01129932,False,0.01,0.01,0.01,BUY,0.00319932,-0.0081,-0.86209663,0.0,9
2025-08-11 22:39:17.514433,BNBUSDT,sell,801.1,7.860000000000022,-0.029175402252122,0.0,-0.02,SELL,74148371538,0.0,False,-0.02,0.02,0.0,SELL,0.0064088,0.0,-0.86209663,801.1,10
2025-08-11 22:39:56.864534,BNBUSDT,sell,801.08,7.860000000000022,-0.0972537688461202,-0.02,-0.09,SELL,74148386074,0.0,False,-0.07,0.07,0.0,SELL,0.02243024,0.0,-0.86209663,801.08444444,10
2025-08-11 22:41:55.086733,BNBUSDT,sell,800.79,7.860000000000022,-0.0,-0.09,0.0,BUY,74148432024,-0.00232844,False,0.09,0.09,0.09,BUY,0.02882844,0.0265,-0.86442507,0.0,10
2025-08-11 16:24:20.679847,BTCUSDT,buy,120560.0,686.7228571428568,0.0010596741098478,0.0,0.00105967,BUY,SIM-BTCUSDT-1754929460678,0.0,True,0.00105967,0.00105967,0.0,BUY,0.05110172,0.0,-0.86442507,120560.0,1
2025-08-11 16:27:37.415644,BTCUSDT,buy,120498.26,686.7228571428568,0.0010581040431043,0.0,0.0010581,BUY,SIM-BTCUSDT-1754929657414,0.0,True,0.0010581,0.0010581,0.0,BUY,0.05099988,0.0,-0.86442507,120498.26,2
2025-08-11 16:31:36.967838,BTCUSDT,buy,120578.23,686.7228571428568,0.001,0.0,0.001,BUY,SIM-BTCUSDT-1754929896965,0.0,True,0.001,0.001,0.0,BUY,0.04823129,0.0,-0.86442507,120578.23,3
2025-08-11 19:23:55.945485,DOGEUSDT,sell,0.23011,0.00372,-93.08507176075268,-70.0,-93.0,SELL,79318035359,0.0,False,-23.0,23.0,0.0,SELL,0.00211701,0.0,-0.86442507,0.23011,0
2025-08-11 19:35:48.913773,DOGEUSDT,sell,0.22956,0.0037442857142857,-91.53512103586418,0.0,-91.0,SELL,79318769391,0.0,False,-91.0,91.0,0.0,SELL,0.00835598,0.0,-0.86442507,0.22956,1
2025-08-11 19:37:07.134001,DOGEUSDT,sell,0.22905,0.0037685714285714,-136.4178651829037,-91.0,-136.0,SELL,79318862151,0.0,False,-45.0,45.0,0.0,SELL,0.0041229,0.0,-0.86442507,0.22939125,1
2025-08-11 21:35:47.659782,DOGEUSDT,sell,0.22453,0.0039014285714285,-48.05796976005433,0.0,-48.0,SELL,79327223509,0.0,False,-48.0,48.0,0.0,SELL,0.00431098,0.0,-0.86442507,0.22453,2
2025-08-11 21:36:26.138580,DOGEUSDT,sell,0.22414,0.0039014285714285,-0.0,-48.0,0.0,BUY,79327266592,0.01441651,False,48.0,48.0,48.0,BUY,0.00430349,0.01872,-0.85000856,0.0,2
2025-08-11 21:38:25.858129,DOGEUSDT,sell,0.22459,0.0039014285714285,-32.03008727080458,0.0,-32.0,SELL,79327406120,0.0,False,-32.0,32.0,0.0,SELL,0.00287475,0.0,-0.85000856,0.22459,3
2025-08-11 22:02:21.263566,DOGEUSDT,sell,0.22371,0.0036621428571428,-83.50499029938312,0.0,-83.0,SELL,79328629397,0.0,False,-83.0,83.0,0.0,SELL,0.00742717,0.0,-0.85000856,0.22371,4
2025-08-11 22:11:39.839097,DOGEUSDT,sell,0.22293,0.0037335714285714,-83.51050287949133,0.0,-83.0,SELL,79329283499,0.0,False,-83.0,83.0,0.0,SELL,0.00740128,0.0,-0.85000856,0.22293,5
2025-08-11 22:17:41.486896,DOGEUSDT,sell,0.22325,0.0037514285714285,-83.02236036550951,0.0,-83.0,SELL,79329702709,0.0,False,-83.0,83.0,0.0,SELL,0.0074119,0.0,-0.85000856,0.22325,6
2025-08-11 22:18:21.940310,DOGEUSDT,sell,0.22315,0.0037514285714285,-0.0,-83.0,0.0,BUY,79329744318,0.00089142,False,83.0,83.0,83.0,BUY,0.00740858,0.0083,-0.84911714,0.0,6
2025-08-11 22:21:55.630560,DOGEUSDT,sell,0.22193,0.0037935714285714,-83.51616253593475,0.0,-83.0,SELL,79330034055,0.0,False,-83.0,83.0,0.0,SELL,0.00736808,0.0,-0.84911714,0.22193,7
2025-08-11 22:22:36.195157,DOGEUSDT,sell,0.22179,0.0037935714285714,-0.0,-83.0,0.0,BUY,79330091779,0.00425657,False,83.0,83.0,83.0,BUY,0.00736343,0.01162,-0.84486057,0.0,7
2025-08-11 22:30:58.211489,DOGEUSDT,sell,0.22186,0.0038378571428571,-83.56264549152615,0.0,-83.0,SELL,79330856778,0.0,False,-83.0,83.0,0.0,SELL,0.00736575,0.0,-0.84486057,0.22186,8
2025-08-11 22:31:38.726363,DOGEUSDT,sell,0.22211,0.0038378571428571,-0.0,-83.0,0.0,BUY,79330922702,-0.02812405,False,83.0,83.0,83.0,BUY,0.00737405,-0.02075,-0.87298462,0.0,8
